,openmlid,learner,violation,acceptance
296,31,sklearn.ensemble.ExtraTreesClassifier,"[0.25       0.33333333 0.5        0.41666667 0.25       0.41666667
 0.41666667 0.33333333 0.5        0.41666667 0.5        0.5
 0.41666667 0.41666667 0.33333333 0.58333333 0.58333333 0.41666667
 0.5        0.58333333 0.5        0.41666667 0.5        0.58333333
 0.41666667]","[0.75       0.66666667 0.5        0.58333333 0.75       0.58333333
 0.58333333 0.66666667 0.5        0.58333333 0.5        0.5
 0.58333333 0.58333333 0.66666667 0.41666667 0.41666667 0.58333333
 0.5        0.41666667 0.5        0.58333333 0.5        0.41666667
 0.58333333]"
297,31,sklearn.ensemble.GradientBoostingClassifier,"[0.33333333 0.25       0.41666667 0.5        0.41666667 0.33333333
 0.5        0.33333333 0.33333333 0.25       0.41666667 0.33333333
 0.25       0.41666667 0.5        0.58333333 0.5        0.5
 0.5        0.5        0.58333333 0.5        0.58333333 0.5
 0.41666667]","[0.66666667 0.75       0.58333333 0.5        0.58333333 0.66666667
 0.5        0.66666667 0.66666667 0.75       0.58333333 0.66666667
 0.75       0.58333333 0.5        0.41666667 0.5        0.5
 0.5        0.5        0.41666667 0.5        0.41666667 0.5
 0.58333333]"
298,31,sklearn.ensemble.RandomForestClassifier,"[0.25       0.25       0.5        0.41666667 0.5        0.33333333
 0.5        0.33333333 0.41666667 0.33333333 0.66666667 0.33333333
 0.33333333 0.33333333 0.5        0.5        0.66666667 0.5
 0.5        0.41666667 0.58333333 0.58333333 0.58333333 0.5
 0.41666667]","[0.75       0.75       0.5        0.58333333 0.5        0.66666667
 0.5        0.66666667 0.58333333 0.66666667 0.33333333 0.66666667
 0.66666667 0.66666667 0.5        0.5        0.33333333 0.5
 0.5        0.58333333 0.41666667 0.41666667 0.41666667 0.5
 0.58333333]"
299,31,sklearn.linear_model.LogisticRegression,"[0.33333333 0.41666667 0.5        0.41666667 0.5        0.33333333
 0.33333333 0.33333333 0.41666667 0.5        0.33333333 0.33333333
 0.33333333 0.33333333 0.41666667 0.41666667 0.33333333 0.41666667
 0.5        0.5        0.41666667 0.5        0.58333333 0.5
 0.5       ]","[0.66666667 0.58333333 0.5        0.58333333 0.5        0.66666667
 0.66666667 0.66666667 0.58333333 0.5        0.66666667 0.66666667
 0.66666667 0.66666667 0.58333333 0.58333333 0.66666667 0.58333333
 0.5        0.5        0.58333333 0.5        0.41666667 0.5
 0.5       ]"
300,31,sklearn.linear_model.PassiveAggressiveClassifier,"[0.25       0.33333333 0.5        0.58333333 0.33333333 0.41666667
 0.41666667 0.33333333 0.33333333 0.41666667 0.33333333 0.41666667
 0.33333333 0.33333333 0.33333333 0.41666667 0.41666667 0.58333333
 0.41666667 0.58333333 0.5        0.41666667 0.5        0.41666667
 0.41666667]","[0.75       0.66666667 0.5        0.41666667 0.66666667 0.58333333
 0.58333333 0.66666667 0.66666667 0.58333333 0.66666667 0.58333333
 0.66666667 0.66666667 0.66666667 0.58333333 0.58333333 0.41666667
 0.58333333 0.41666667 0.5        0.58333333 0.5        0.58333333
 0.58333333]"
301,31,sklearn.linear_model.Perceptron,"[0.33333333 0.41666667 0.41666667 0.41666667 0.33333333 0.33333333
 0.5        0.5        0.5        0.33333333 0.41666667 0.41666667
 0.33333333 0.33333333 0.5        0.41666667 0.58333333 0.41666667
 0.58333333 0.5        0.58333333 0.66666667 0.58333333 0.58333333
 0.66666667]","[0.66666667 0.58333333 0.58333333 0.58333333 0.66666667 0.66666667
 0.5        0.5        0.5        0.66666667 0.58333333 0.58333333
 0.66666667 0.66666667 0.5        0.58333333 0.41666667 0.58333333
 0.41666667 0.41666667 0.41666667 0.33333333 0.41666667 0.41666667
 0.33333333]"
302,31,sklearn.linear_model.RidgeClassifier,"[0.33333333 0.41666667 0.58333333 0.41666667 0.5        0.58333333
 0.33333333 0.33333333 0.41666667 0.5        0.33333333 0.33333333
 0.25       0.33333333 0.5        0.41666667 0.41666667 0.5
 0.41666667 0.5        0.58333333 0.66666667 0.58333333 0.25
 0.33333333]","[0.66666667 0.58333333 0.41666667 0.58333333 0.5        0.41666667
 0.66666667 0.66666667 0.58333333 0.5        0.66666667 0.66666667
 0.75       0.66666667 0.5        0.58333333 0.58333333 0.5
 0.58333333 0.5        0.41666667 0.33333333 0.41666667 0.75
 0.66666667]"
303,31,sklearn.linear_model.SGDClassifier,"[0.41666667 0.41666667 0.41666667 0.5        0.5        0.5
 0.5        0.41666667 0.58333333 0.41666667 0.5        0.41666667
 0.58333333 0.25       0.5        0.5        0.5        0.5
 0.75       0.5        0.5        0.5        0.5        0.66666667
 0.41666667]","[0.58333333 0.58333333 0.58333333 0.5        0.5        0.5
 0.5        0.58333333 0.41666667 0.58333333 0.5        0.58333333
 0.41666667 0.75       0.5        0.5        0.5        0.5
 0.25       0.5        0.5        0.5        0.5        0.33333333
 0.58333333]"
304,31,sklearn.naive_bayes.BernoulliNB,"[0.41666667 0.33333333 0.5        0.41666667 0.58333333 0.5
 0.41666667 0.5        0.25       0.33333333 0.33333333 0.41666667
 0.41666667 0.25       0.5        0.41666667 0.41666667 0.5
 0.41666667 0.5        0.41666667 0.58333333 0.58333333 0.5
 0.41666667]","[0.58333333 0.66666667 0.5        0.58333333 0.41666667 0.5
 0.58333333 0.5        0.75       0.66666667 0.66666667 0.58333333
 0.58333333 0.75       0.5        0.58333333 0.58333333 0.5
 0.58333333 0.5        0.58333333 0.41666667 0.41666667 0.5
 0.58333333]"
305,31,sklearn.naive_bayes.MultinomialNB,"[0.25       0.16666667 0.41666667 0.33333333 0.41666667 0.41666667
 0.41666667 0.41666667 0.25       0.41666667 0.41666667 0.41666667
 0.33333333 0.33333333 0.58333333 0.41666667 0.5        0.5
 0.5        0.58333333 0.5        0.58333333 0.58333333 0.5
 0.58333333]","[0.75       0.83333333 0.58333333 0.66666667 0.58333333 0.58333333
 0.58333333 0.58333333 0.75       0.58333333 0.58333333 0.58333333
 0.66666667 0.66666667 0.41666667 0.58333333 0.5        0.5
 0.5        0.41666667 0.5        0.41666667 0.41666667 0.5
 0.41666667]"
306,31,sklearn.neighbors.KNeighborsClassifier,"[0.5        0.5        0.58333333 0.58333333 0.58333333 0.5
 0.5        0.41666667 0.58333333 0.75       0.75       0.5
 0.66666667 0.5        0.66666667 0.5        0.5        0.66666667
 0.33333333 0.41666667 0.5        0.5        0.75       0.58333333
 0.58333333]","[0.5        0.5        0.41666667 0.41666667 0.41666667 0.5
 0.5        0.58333333 0.41666667 0.25       0.25       0.5
 0.33333333 0.5        0.33333333 0.5        0.5        0.33333333
 0.66666667 0.58333333 0.5        0.5        0.25       0.41666667
 0.41666667]"
307,31,sklearn.neural_network.MLPClassifier,"[0.25       0.33333333 0.41666667 0.41666667 0.41666667 0.41666667
 0.5        0.5        0.5        0.33333333 0.33333333 0.33333333
 0.33333333 0.58333333 0.5        0.58333333 0.58333333 0.66666667
 0.5        0.5        0.41666667 0.58333333 0.5        0.5
 0.33333333]","[0.75       0.66666667 0.58333333 0.58333333 0.58333333 0.58333333
 0.5        0.5        0.5        0.66666667 0.66666667 0.66666667
 0.66666667 0.41666667 0.5        0.41666667 0.41666667 0.33333333
 0.5        0.5        0.58333333 0.41666667 0.5        0.5
 0.66666667]"
308,31,sklearn.tree.DecisionTreeClassifier,"[0.5        0.41666667 0.41666667 0.41666667 0.33333333 0.5
 0.33333333 0.25       0.41666667 0.41666667 0.25       0.5
 0.25       0.58333333 0.5        0.5        0.41666667 0.33333333
 0.41666667 0.5        0.33333333 0.41666667 0.5        0.58333333
 0.41666667]","[0.5        0.58333333 0.58333333 0.58333333 0.66666667 0.5
 0.66666667 0.75       0.58333333 0.58333333 0.75       0.5
 0.75       0.41666667 0.5        0.5        0.58333333 0.66666667
 0.58333333 0.5        0.66666667 0.58333333 0.5        0.41666667
 0.58333333]"
309,31,sklearn.tree.ExtraTreeClassifier,"[0.41666667 0.25       0.5        0.41666667 0.33333333 0.41666667
 0.33333333 0.58333333 0.33333333 0.33333333 0.41666667 0.25
 0.41666667 0.41666667 0.41666667 0.5        0.41666667 0.5
 0.41666667 0.5        0.5        0.58333333 0.41666667 0.58333333
 0.5       ]","[0.58333333 0.75       0.5        0.58333333 0.66666667 0.58333333
 0.66666667 0.41666667 0.66666667 0.66666667 0.58333333 0.75
 0.58333333 0.58333333 0.58333333 0.5        0.58333333 0.5
 0.58333333 0.5        0.5        0.41666667 0.58333333 0.41666667
 0.5       ]"
310,32,SVC_linear,"[0.4  0.45 0.5  0.4  0.5  0.35 0.3  0.4  0.4  0.45 0.5  0.5  0.5  0.45
 0.45 0.45 0.45 0.4  0.5  0.5  0.5  0.45 0.35 0.45 0.45]","[0.6  0.55 0.5  0.6  0.5  0.65 0.7  0.6  0.6  0.55 0.5  0.5  0.5  0.55
 0.55 0.55 0.55 0.6  0.5  0.5  0.5  0.55 0.65 0.55 0.55]"
311,32,SVC_poly,"[0.45 0.45 0.4  0.4  0.45 0.4  0.35 0.4  0.4  0.35 0.5  0.5  0.5  0.5
 0.5  0.45 0.45 0.45 0.45 0.4  0.45 0.4  0.4  0.4  0.4 ]","[0.55 0.55 0.6  0.6  0.55 0.6  0.65 0.6  0.6  0.65 0.5  0.5  0.5  0.5
 0.5  0.55 0.55 0.55 0.55 0.6  0.55 0.6  0.6  0.6  0.6 ]"
312,32,SVC_rbf,"[0.45 0.45 0.4  0.4  0.4  0.4  0.4  0.4  0.4  0.4  0.5  0.5  0.5  0.5
 0.5  0.45 0.45 0.45 0.5  0.5  0.45 0.45 0.45 0.4  0.45]","[0.55 0.55 0.6  0.6  0.6  0.6  0.6  0.6  0.6  0.6  0.5  0.5  0.5  0.5
 0.5  0.55 0.55 0.55 0.5  0.5  0.55 0.55 0.55 0.6  0.55]"
313,32,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[0.35 0.4  0.4  0.4  0.4  0.35 0.4  0.35 0.35 0.45 0.4  0.45 0.4  0.5
 0.4  0.45 0.45 0.5  0.4  0.5  0.45 0.4  0.4  0.35 0.4 ]","[0.65 0.6  0.6  0.6  0.6  0.65 0.6  0.65 0.65 0.55 0.6  0.55 0.6  0.5
 0.6  0.55 0.55 0.5  0.6  0.5  0.55 0.6  0.6  0.65 0.6 ]"
314,32,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,"[0.72222222 0.66666667 0.72222222 0.61111111 0.61111111 0.66666667
 0.61111111 0.72222222 0.72222222 0.77777778 0.66666667 0.66666667
 0.66666667 0.66666667 0.66666667 0.61111111 0.72222222 0.55555556
 0.72222222 0.66666667 0.66666667 0.61111111 0.61111111 0.61111111
 0.61111111]","[0.27777778 0.27777778 0.22222222 0.38888889 0.38888889 0.33333333
 0.38888889 0.27777778 0.27777778 0.22222222 0.33333333 0.33333333
 0.27777778 0.27777778 0.33333333 0.38888889 0.27777778 0.44444444
 0.27777778 0.27777778 0.27777778 0.38888889 0.38888889 0.38888889
 0.38888889]"
315,32,sklearn.ensemble.ExtraTreesClassifier,"[0.4  0.4  0.4  0.45 0.4  0.4  0.4  0.4  0.4  0.4  0.5  0.5  0.5  0.5
 0.5  0.45 0.5  0.45 0.5  0.5  0.45 0.45 0.45 0.45 0.4 ]","[0.6  0.6  0.6  0.55 0.6  0.6  0.6  0.6  0.6  0.6  0.5  0.5  0.5  0.5
 0.5  0.55 0.5  0.55 0.5  0.5  0.55 0.55 0.55 0.55 0.6 ]"
316,32,sklearn.ensemble.GradientBoostingClassifier,"[0.4  0.4  0.4  0.4  0.4  0.4  0.4  0.4  0.4  0.4  0.5  0.5  0.5  0.5
 0.5  0.5  0.5  0.5  0.5  0.5  0.45 0.4  0.4  0.4  0.4 ]","[0.6  0.6  0.6  0.6  0.6  0.6  0.6  0.6  0.6  0.6  0.5  0.5  0.5  0.5
 0.5  0.5  0.5  0.5  0.5  0.5  0.55 0.6  0.6  0.6  0.6 ]"
317,32,sklearn.ensemble.RandomForestClassifier,"[0.4  0.4  0.4  0.45 0.45 0.4  0.4  0.4  0.4  0.4  0.5  0.5  0.5  0.5
 0.5  0.5  0.5  0.5  0.5  0.5  0.45 0.45 0.45 0.45 0.45]","[0.6  0.6  0.6  0.55 0.55 0.6  0.6  0.6  0.6  0.6  0.5  0.5  0.5  0.5
 0.5  0.5  0.5  0.5  0.5  0.5  0.55 0.55 0.55 0.55 0.55]"
318,32,sklearn.linear_model.LogisticRegression,"[0.45 0.5  0.4  0.45 0.4  0.4  0.4  0.4  0.4  0.4  0.5  0.5  0.5  0.5
 0.5  0.45 0.45 0.45 0.5  0.5  0.45 0.4  0.4  0.4  0.4 ]","[0.55 0.5  0.6  0.55 0.6  0.6  0.6  0.6  0.6  0.6  0.5  0.5  0.5  0.5
 0.5  0.55 0.55 0.55 0.5  0.5  0.55 0.6  0.6  0.6  0.6 ]"
319,32,sklearn.linear_model.PassiveAggressiveClassifier,"[0.4  0.45 0.5  0.4  0.55 0.3  0.35 0.4  0.35 0.35 0.45 0.5  0.5  0.45
 0.4  0.45 0.5  0.5  0.45 0.45 0.5  0.45 0.4  0.45 0.45]","[0.6  0.55 0.5  0.6  0.45 0.7  0.65 0.6  0.65 0.65 0.55 0.5  0.5  0.55
 0.6  0.55 0.5  0.5  0.55 0.55 0.5  0.55 0.6  0.55 0.55]"
320,32,sklearn.linear_model.Perceptron,"[0.4  0.4  0.45 0.4  0.5  0.4  0.45 0.4  0.45 0.35 0.5  0.5  0.5  0.5
 0.45 0.4  0.5  0.5  0.5  0.4  0.5  0.4  0.4  0.5  0.4 ]","[0.6  0.6  0.55 0.6  0.5  0.6  0.55 0.6  0.55 0.65 0.5  0.5  0.5  0.5
 0.55 0.6  0.5  0.5  0.5  0.6  0.5  0.6  0.6  0.5  0.6 ]"
321,32,sklearn.linear_model.RidgeClassifier,"[0.4  0.4  0.35 0.4  0.4  0.3  0.4  0.4  0.4  0.4  0.5  0.5  0.5  0.5
 0.45 0.45 0.4  0.45 0.45 0.4  0.4  0.45 0.45 0.4  0.5 ]","[0.6  0.6  0.65 0.6  0.6  0.7  0.6  0.6  0.6  0.6  0.5  0.5  0.5  0.5
 0.55 0.55 0.6  0.55 0.55 0.6  0.6  0.55 0.55 0.6  0.5 ]"
322,32,sklearn.linear_model.SGDClassifier,"[0.4  0.5  0.4  0.4  0.4  0.4  0.4  0.35 0.4  0.4  0.5  0.5  0.45 0.5
 0.45 0.45 0.5  0.45 0.5  0.45 0.45 0.45 0.5  0.4  0.45]","[0.6  0.5  0.6  0.6  0.6  0.6  0.6  0.65 0.6  0.6  0.5  0.5  0.55 0.5
 0.55 0.55 0.5  0.55 0.5  0.55 0.55 0.55 0.5  0.6  0.55]"
323,32,sklearn.naive_bayes.BernoulliNB,"[0.35 0.35 0.3  0.45 0.4  0.4  0.4  0.4  0.35 0.3  0.5  0.5  0.45 0.45
 0.45 0.5  0.5  0.5  0.5  0.5  0.5  0.45 0.45 0.45 0.55]","[0.65 0.65 0.7  0.55 0.6  0.6  0.6  0.6  0.65 0.7  0.5  0.5  0.55 0.55
 0.55 0.5  0.5  0.5  0.5  0.5  0.5  0.55 0.55 0.55 0.45]"
324,32,sklearn.naive_bayes.MultinomialNB,"[0.45 0.4  0.4  0.45 0.5  0.45 0.45 0.35 0.35 0.35 0.4  0.4  0.4  0.45
 0.45 0.4  0.45 0.5  0.35 0.35 0.4  0.35 0.4  0.4  0.3 ]","[0.55 0.6  0.6  0.55 0.5  0.55 0.55 0.65 0.65 0.65 0.6  0.6  0.6  0.55
 0.55 0.6  0.55 0.5  0.65 0.65 0.6  0.65 0.6  0.6  0.7 ]"
325,32,sklearn.neighbors.KNeighborsClassifier,"[0.55 0.6  0.6  0.55 0.45 0.55 0.5  0.55 0.45 0.4  0.4  0.35 0.35 0.5
 0.5  0.55 0.55 0.4  0.65 0.55]","[0.45 0.4  0.4  0.45 0.55 0.45 0.5  0.45 0.55 0.6  0.6  0.65 0.65 0.5
 0.5  0.45 0.45 0.6  0.35 0.45]"
326,32,sklearn.tree.DecisionTreeClassifier,"[0.4  0.5  0.45 0.5  0.45 0.4  0.4  0.4  0.4  0.4  0.5  0.5  0.5  0.5
 0.5  0.5  0.5  0.5  0.5  0.5  0.45 0.45 0.45 0.4  0.45]","[0.6  0.5  0.55 0.5  0.55 0.6  0.6  0.6  0.6  0.6  0.5  0.5  0.5  0.5
 0.5  0.5  0.5  0.5  0.5  0.5  0.55 0.55 0.55 0.6  0.55]"
327,32,sklearn.tree.ExtraTreeClassifier,"[0.4  0.5  0.45 0.45 0.45 0.4  0.4  0.4  0.4  0.4  0.5  0.5  0.5  0.5
 0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.45 0.45 0.45 0.5 ]","[0.6  0.5  0.55 0.55 0.55 0.6  0.6  0.6  0.6  0.6  0.5  0.5  0.5  0.5
 0.5  0.5  0.5  0.5  0.5  0.5  0.5  0.55 0.55 0.55 0.5 ]"
328,36,SVC_linear,"[0.28571429 0.42857143 0.35714286 0.21428571 0.5        0.35714286
 0.42857143 0.42857143 0.42857143 0.5        0.57142857 0.35714286
 0.35714286 0.42857143 0.35714286 0.42857143 0.35714286 0.42857143
 0.42857143 0.35714286 0.42857143 0.35714286 0.42857143 0.5
 0.64285714]","[0.71428571 0.57142857 0.64285714 0.78571429 0.5        0.64285714
 0.57142857 0.57142857 0.57142857 0.5        0.42857143 0.64285714
 0.64285714 0.57142857 0.64285714 0.57142857 0.64285714 0.57142857
 0.57142857 0.64285714 0.57142857 0.64285714 0.57142857 0.5
 0.35714286]"
329,36,SVC_poly,"[0.42857143 0.35714286 0.5        0.42857143 0.42857143 0.35714286
 0.42857143 0.35714286 0.42857143 0.5        0.5        0.5
 0.5        0.57142857 0.5        0.5        0.5        0.42857143
 0.35714286 0.28571429 0.42857143 0.42857143 0.42857143 0.57142857
 0.57142857]","[0.57142857 0.64285714 0.5        0.57142857 0.57142857 0.64285714
 0.57142857 0.64285714 0.57142857 0.5        0.5        0.5
 0.5        0.42857143 0.5        0.5        0.5        0.57142857
 0.64285714 0.71428571 0.57142857 0.57142857 0.57142857 0.42857143
 0.42857143]"
330,36,SVC_rbf,"[0.42857143 0.42857143 0.5        0.42857143 0.35714286 0.28571429
 0.35714286 0.35714286 0.42857143 0.5        0.5        0.5
 0.5        0.42857143 0.5        0.42857143 0.35714286 0.35714286
 0.35714286 0.28571429 0.42857143 0.42857143 0.42857143 0.5
 0.57142857]","[0.57142857 0.57142857 0.5        0.57142857 0.64285714 0.71428571
 0.64285714 0.64285714 0.57142857 0.5        0.5        0.5
 0.5        0.57142857 0.5        0.57142857 0.64285714 0.64285714
 0.64285714 0.71428571 0.57142857 0.57142857 0.57142857 0.5
 0.42857143]"
331,36,SVC_sigmoid,"[0.42857143 0.35714286 0.35714286 0.35714286 0.35714286 0.35714286
 0.42857143 0.42857143 0.42857143 0.5        0.5        0.5
 0.5        0.35714286 0.35714286 0.35714286 0.35714286 0.42857143
 0.35714286 0.42857143 0.5        0.5        0.5        0.5
 0.5       ]","[0.57142857 0.64285714 0.64285714 0.64285714 0.64285714 0.64285714
 0.57142857 0.57142857 0.57142857 0.5        0.5        0.5
 0.5        0.64285714 0.64285714 0.64285714 0.64285714 0.57142857
 0.64285714 0.57142857 0.5        0.5        0.5        0.5
 0.5       ]"
332,36,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,"[0.28571429 0.28571429 0.35714286 0.28571429 0.28571429 0.28571429
 0.42857143 0.28571429 0.42857143 0.5        0.5        0.35714286
 0.35714286 0.35714286 0.42857143 0.42857143 0.28571429 0.35714286
 0.28571429 0.28571429 0.35714286 0.42857143 0.42857143 0.57142857
 0.5       ]","[0.71428571 0.71428571 0.64285714 0.71428571 0.71428571 0.71428571
 0.57142857 0.71428571 0.57142857 0.5        0.5        0.64285714
 0.64285714 0.64285714 0.57142857 0.57142857 0.71428571 0.64285714
 0.71428571 0.71428571 0.64285714 0.57142857 0.57142857 0.42857143
 0.5       ]"
333,36,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,"[0.42857143 0.35714286 0.42857143 0.35714286 0.42857143 0.28571429
 0.5        0.5        0.5        0.5        0.5        0.5
 0.57142857 0.57142857 0.5        0.35714286 0.5        0.42857143
 0.5        0.42857143 0.42857143 0.42857143 0.42857143 0.5
 0.5       ]","[0.57142857 0.64285714 0.57142857 0.64285714 0.57142857 0.71428571
 0.5        0.5        0.5        0.5        0.5        0.5
 0.42857143 0.42857143 0.5        0.64285714 0.5        0.57142857
 0.5        0.57142857 0.57142857 0.57142857 0.57142857 0.5
 0.5       ]"
334,36,sklearn.ensemble.ExtraTreesClassifier,"[0.28571429 0.28571429 0.28571429 0.28571429 0.28571429 0.28571429
 0.35714286 0.35714286 0.42857143 0.5        0.5        0.28571429
 0.5        0.42857143 0.42857143 0.42857143 0.35714286 0.42857143
 0.35714286 0.28571429 0.42857143 0.42857143 0.42857143 0.5
 0.5       ]","[0.71428571 0.71428571 0.71428571 0.71428571 0.71428571 0.71428571
 0.64285714 0.64285714 0.57142857 0.5        0.5        0.71428571
 0.5        0.57142857 0.57142857 0.57142857 0.64285714 0.57142857
 0.64285714 0.71428571 0.57142857 0.57142857 0.57142857 0.5
 0.5       ]"
335,36,sklearn.ensemble.GradientBoostingClassifier,"[0.28571429 0.35714286 0.28571429 0.35714286 0.28571429 0.28571429
 0.35714286 0.35714286 0.42857143 0.5        0.5        0.28571429
 0.42857143 0.35714286 0.35714286 0.42857143 0.35714286 0.35714286
 0.35714286 0.28571429 0.35714286 0.35714286 0.42857143 0.5
 0.5       ]","[0.71428571 0.64285714 0.71428571 0.64285714 0.71428571 0.71428571
 0.64285714 0.64285714 0.57142857 0.5        0.5        0.71428571
 0.57142857 0.64285714 0.64285714 0.57142857 0.64285714 0.64285714
 0.64285714 0.71428571 0.64285714 0.64285714 0.57142857 0.5
 0.5       ]"
336,36,sklearn.ensemble.RandomForestClassifier,"[0.28571429 0.42857143 0.28571429 0.28571429 0.28571429 0.28571429
 0.35714286 0.35714286 0.42857143 0.5        0.5        0.28571429
 0.28571429 0.28571429 0.42857143 0.42857143 0.35714286 0.35714286
 0.35714286 0.28571429 0.35714286 0.35714286 0.42857143 0.5
 0.5       ]","[0.71428571 0.57142857 0.71428571 0.71428571 0.71428571 0.71428571
 0.64285714 0.64285714 0.57142857 0.5        0.5        0.71428571
 0.71428571 0.71428571 0.57142857 0.57142857 0.64285714 0.64285714
 0.64285714 0.71428571 0.64285714 0.64285714 0.57142857 0.5
 0.5       ]"
337,36,sklearn.linear_model.LogisticRegression,"[0.28571429 0.42857143 0.35714286 0.28571429 0.28571429 0.28571429
 0.28571429 0.35714286 0.42857143 0.5        0.5        0.28571429
 0.28571429 0.35714286 0.42857143 0.42857143 0.35714286 0.35714286
 0.35714286 0.28571429 0.35714286 0.42857143 0.42857143 0.57142857
 0.5       ]","[0.71428571 0.57142857 0.64285714 0.71428571 0.71428571 0.71428571
 0.71428571 0.64285714 0.57142857 0.5        0.5        0.71428571
 0.71428571 0.64285714 0.57142857 0.57142857 0.64285714 0.64285714
 0.64285714 0.71428571 0.64285714 0.57142857 0.57142857 0.42857143
 0.5       ]"
338,36,sklearn.linear_model.PassiveAggressiveClassifier,"[0.28571429 0.5        0.42857143 0.35714286 0.5        0.35714286
 0.42857143 0.5        0.42857143 0.5        0.57142857 0.42857143
 0.57142857 0.57142857 0.42857143 0.42857143 0.5        0.5
 0.42857143 0.42857143 0.5        0.42857143 0.42857143 0.57142857
 0.57142857]","[0.71428571 0.5        0.57142857 0.64285714 0.5        0.64285714
 0.57142857 0.5        0.57142857 0.5        0.42857143 0.57142857
 0.42857143 0.42857143 0.57142857 0.57142857 0.5        0.5
 0.57142857 0.57142857 0.5        0.57142857 0.57142857 0.42857143
 0.42857143]"
339,36,sklearn.linear_model.Perceptron,"[0.35714286 0.42857143 0.42857143 0.42857143 0.42857143 0.28571429
 0.42857143 0.35714286 0.57142857 0.42857143 0.57142857 0.57142857
 0.5        0.57142857 0.5        0.42857143 0.42857143 0.28571429
 0.35714286 0.35714286 0.42857143 0.42857143 0.5        0.57142857
 0.5       ]","[0.64285714 0.57142857 0.57142857 0.57142857 0.57142857 0.71428571
 0.57142857 0.64285714 0.42857143 0.57142857 0.42857143 0.42857143
 0.5        0.42857143 0.5        0.57142857 0.57142857 0.71428571
 0.64285714 0.64285714 0.57142857 0.57142857 0.5        0.42857143
 0.5       ]"
340,36,sklearn.linear_model.RidgeClassifier,"[0.42857143 0.35714286 0.28571429 0.35714286 0.28571429 0.28571429
 0.35714286 0.28571429 0.42857143 0.5        0.5        0.21428571
 0.42857143 0.28571429 0.5        0.42857143 0.42857143 0.35714286
 0.42857143 0.35714286 0.42857143 0.42857143 0.42857143 0.5
 0.57142857]","[0.57142857 0.64285714 0.71428571 0.64285714 0.71428571 0.71428571
 0.64285714 0.71428571 0.57142857 0.5        0.5        0.78571429
 0.57142857 0.71428571 0.5        0.57142857 0.57142857 0.64285714
 0.57142857 0.64285714 0.57142857 0.57142857 0.57142857 0.5
 0.42857143]"
341,36,sklearn.linear_model.SGDClassifier,"[0.5        0.5        0.42857143 0.42857143 0.28571429 0.35714286
 0.42857143 0.42857143 0.57142857 0.57142857 0.5        0.57142857
 0.57142857 0.5        0.42857143 0.35714286 0.42857143 0.35714286
 0.42857143 0.42857143 0.42857143 0.42857143 0.42857143 0.57142857
 0.57142857]","[0.5        0.5        0.57142857 0.57142857 0.71428571 0.64285714
 0.57142857 0.57142857 0.42857143 0.42857143 0.5        0.42857143
 0.42857143 0.5        0.57142857 0.64285714 0.57142857 0.64285714
 0.57142857 0.57142857 0.57142857 0.57142857 0.57142857 0.42857143
 0.42857143]"
342,36,sklearn.naive_bayes.BernoulliNB,"[0.42857143 0.28571429 0.28571429 0.28571429 0.35714286 0.35714286
 0.35714286 0.35714286 0.42857143 0.5        0.5        0.28571429
 0.21428571 0.35714286 0.35714286 0.28571429 0.35714286 0.42857143
 0.35714286 0.35714286 0.35714286 0.35714286 0.42857143 0.5
 0.42857143]","[0.57142857 0.71428571 0.71428571 0.71428571 0.64285714 0.64285714
 0.64285714 0.64285714 0.57142857 0.5        0.5        0.71428571
 0.78571429 0.64285714 0.64285714 0.71428571 0.64285714 0.57142857
 0.64285714 0.64285714 0.64285714 0.64285714 0.57142857 0.5
 0.57142857]"
343,36,sklearn.neighbors.KNeighborsClassifier,"[0.5        0.28571429 0.28571429 0.28571429 0.28571429 0.28571429
 0.42857143 0.35714286 0.42857143 0.57142857 0.5        0.42857143
 0.5        0.42857143 0.5        0.42857143 0.35714286 0.28571429
 0.35714286 0.28571429 0.35714286 0.42857143 0.42857143 0.5
 0.5       ]","[0.5        0.71428571 0.71428571 0.71428571 0.71428571 0.71428571
 0.57142857 0.64285714 0.57142857 0.42857143 0.5        0.57142857
 0.5        0.57142857 0.5        0.57142857 0.64285714 0.71428571
 0.64285714 0.71428571 0.64285714 0.57142857 0.57142857 0.5
 0.5       ]"
344,36,sklearn.neural_network.MLPClassifier,"[0.42857143 0.35714286 0.42857143 0.28571429 0.28571429 0.28571429
 0.42857143 0.35714286 0.42857143 0.5        0.5        0.42857143
 0.5        0.35714286 0.42857143 0.42857143 0.42857143 0.35714286
 0.35714286 0.28571429 0.35714286 0.35714286 0.42857143 0.5
 0.57142857]","[0.57142857 0.64285714 0.57142857 0.71428571 0.71428571 0.71428571
 0.57142857 0.64285714 0.57142857 0.5        0.5        0.57142857
 0.5        0.64285714 0.57142857 0.57142857 0.57142857 0.64285714
 0.64285714 0.71428571 0.64285714 0.64285714 0.57142857 0.5
 0.42857143]"
